Time Stamp, Alturas, Arleta, Auburn, Bakersfield, Bakersfield-SW, Banning, Barstow, Bell Gardens, Bellflower, Bishop, Blythe, Brawley, Capitola, Carmichael, Chico, Chula Vista, Clovis, Coalinga, Colusa, Compton, Concord, Corte Madera, Costa Mesa, Crescent City, Culver City, Daly City, Davis, Delano, El Cajon, El Centro, El Cerrito, El Monte, Escondido, Escondido-CDL, Eureka, Fairfield, Fall River Mills, Folsom, Fontana, Fort Bragg, Fremont, Fresno, Fresno-North, Fullerton, Garberville, Gilroy, Glendale, Goleta, Grass Valley, Hanford, Hawthorne, Hayward, Hemet, Hollister, Hollywood, Indio, Inglewood, Jackson, King City, Laguna Hills, Lake Isabella, Lakeport, Lancaster, Lincoln Park, Lodi, Lompoc, Long Beach, Los Angeles, Los Banos, Los Gatos, Madera, Manteca, Mariposa, Merced, Modesto, Montebello, Mt. Shasta, Napa, Needles, Newhall, Norco, Novato, Oakland, Oakland-Col., Oceanside, Oroville, Oxnard, Palm Desert, Palm Springs, Palmdale, Paradise, Pasadena, Paso Robles, Petaluma, Pittsburg, Placerville, Pleasanton, Pomona, Porterville, Poway, Quincy, Rancho Cucamonga, Rancho San Diego-CDL, Red Bluff, Redding, Redlands, Redwood City, Reedley, Ridgecrest, Riverside, Riverside East, Rocklin, Roseville, S. Lake Tahoe, Sacramento, Sacramento West-CDL, Sacramento-S., Salinas, San Andreas, San Bernardino, San Bernardino-CDL, San Clemente, San Diego, San Diego-Clairemont, San Francisco, San Jose, San Luis Obispo, San Mateo, San Pedro, San Ysidro, Santa Ana, Santa Barbara, Santa Clara, Santa Maria, Santa Monica, Santa Paula, Santa Rosa, Santa Teresa, Seaside, Shafter, Simi Valley, Sonora, Stockton, Susanville, Taft, Temecula, Thousand Oaks, Torrance, Tracy, Truckee, Tulare, Tulelake, Turlock, Twentynine Palms, Ukiah, Vacaville, Vallejo, Van Nuys, Ventura, Victorville, Visalia, Walnut Creek, Watsonville, Weaverville, West Covina, West Hollywood, West Sacramento-CDL, Westminster, Whittier, Willows, Winnetka, Woodland, Yreka, Yuba City, 
Tue Feb  5 08:30:15 2013,-10, 24, 16, 20, 6, 21, -10, -10, 23, -10, -10, 0, 0, 16, 7, 16, 23, -10, -10, 21, 16, 23, 28, -10, 7, 9, 16, 5, 11, 20, 26, 9, 25, -10, 15, 17, -10, 26, 2, -10, 23, 9, 13, 26, -10, 21, 9, 9, 28, 10, 19, 20, 26, -10, 0, -10, 13, -10, -10, 19, -10, -10, 7, 14, 19, -10, 17, 14, 0, 19, 7, 21, -10, 14, 17, 12, -10, 3, -10, 19, 75, 2, 18, 23, 19, -10, 4, 0, 13, 24, -10, 16, 11, 13, 23, 28, 19, 17, 13, 8, 4, 35, -10, 27, -10, 75, 27, 20, -10, 0, 7, 16, 0, -10, 2, -10, 22, 0, -10, -10, -10, 5, 20, 25, 10, 0, 0, 19, 25, 13, 8, 5, 15, 0, 26, 12, 3, 0, 0, 11, 13, 4, 7, -10, -10, 18, 25, 16, 23, -10, 25, -10, 15, -10, 9, 1, 0, 2, 21, 4, 0, 7, 26, -10, 24, -10, -10, 23, 21, -10, 25, 16, -10, 17, 
Tue Feb  5 08:30:37 2013,-10, 24, 16, 20, 6, 21, -10, -10, 23, -10, -10, 0, 0, 16, 7, 16, 23, -10, -10, 21, 16, 23, 28, -10, 7, 9, 16, 5, 11, 20, 26, 9, 25, -10, 15, 17, -10, 26, 2, -10, 23, 9, 13, 26, -10, 21, 9, 9, 28, 10, 19, 20, 26, -10, 0, -10, 13, -10, -10, 19, -10, -10, 7, 14, 19, -10, 17, 14, 0, 19, 7, 21, -10, 14, 17, 12, -10, 3, -10, 19, 75, 2, 21, 23, 19, -10, 4, 0, 13, 24, -10, 16, 11, 13, 23, 28, 19, 17, 13, 8, -10, 35, -10, 27, 1, 75, 27, 20, -10, 0, 7, 16, 0, -10, 2, -10, 22, 0, -10, -10, -10, 5, 20, 25, 10, 0, 0, 19, 25, 13, 8, 5, 15, 0, 26, 12, 3, 0, 0, 11, 15, 4, 7, -10, -10, 18, 25, 16, 23, -10, 25, -10, 15, -10, 9, 1, 0, 2, 21, 4, 12, 7, 26, -10, 24, -10, -10, 23, 21, -10, 25, 16, -10, 17, 
Tue Feb  5 08:30:58 2013,-10, 24, 16, 20, 6, 21, -10, -10, 23, -10, -10, 0, 0, 16, 7, 16, 23, -10, -10, 21, 16, 23, 28, -10, 7, 9, 16, 5, 11, 20, 26, 9, 25, -10, 15, 17, -10, 26, 2, -10, 23, 9, 13, 26, -10, 21, 9, 9, 28, 10, 19, 20, 26, -10, 0, -10, 13, -10, -10, 19, -10, -10, 7, 14, 19, -10, 17, 14, 0, 19, 7, 21, -10, 14, 17, 12, -10, 3, -10, 19, 75, 2, 18, 23, 19, -10, 4, 0, 13, 24, -10, 16, 11, 13, 23, 28, 19, 17, 13, 8, -10, 35, -10, 27, 1, 75, 27, 20, -10, 0, 7, 16, 0, -10, 2, -10, 22, 0, -10, -10, -10, 5, 20, 25, 10, 0, 0, 19, 25, 13, 8, 5, 15, 0, 26, 12, 3, 0, 0, 11, 15, 4, 7, -10, -10, 18, 25, 16, 23, -10, 25, -10, 15, -10, 9, 1, 0, 2, 21, 4, 12, 7, 26, -10, 24, -10, -10, 23, 21, -10, 25, 16, -10, 17, 
Tue Feb  5 08:31:20 2013,-10, 24, 16, 20, 6, 21, -10, -10, 23, -10, -10, 0, 0, 16, 7, 16, 23, -10, -10, 21, 16, 23, 28, -10, 7, 9, 16, 5, 11, 16, 26, 9, 25, -10, 15, 17, -10, 26, 2, -10, 23, 9, 13, 26, -10, 21, 9, 9, 28, 10, 19, 20, 26, -10, 0, -10, 13, -10, -10, 19, -10, -10, 7, 14, 19, -10, 17, 14, 0, 19, 7, 21, -10, 14, 17, 12, -10, 3, -10, 19, 75, 2, 18, 23, 19, -10, 4, 0, 13, 24, -10, 16, 11, 13, 23, 28, 19, 17, 13, 8, -10, 35, -10, 27, 1, 75, 27, 20, -10, 0, 7, 16, 0, -10, 2, -10, 22, 0, -10, -10, -10, 5, 20, 25, 10, 0, 0, 19, 25, 13, 8, 5, 15, 0, 26, 12, 3, 0, 0, 11, 15, 4, 7, -10, -10, 18, 25, 16, 23, -10, 25, -10, 15, -10, 9, 1, 0, 2, 21, 4, 12, 7, 26, -10, 24, -10, -10, 23, 21, -10, 25, 16, -10, 17, 
Tue Feb  5 08:31:42 2013,-10, 24, 16, 20, 6, -10, -10, -10, 23, -10, -10, 0, 0, 16, 7, 16, 23, -10, -10, 21, 16, 23, 28, -10, 7, 9, 16, 5, 11, 20, 26, 9, 25, -10, 15, 17, -10, 26, 27, -10, 23, 9, 13, 26, -10, 21, 9, 9, 28, 10, 19, 20, 26, -10, 0, -10, 13, -10, -10, 19, -10, -10, 7, 14, 19, -10, 17, 14, 0, 19, 7, 21, -10, 14, 17, 12, -10, 3, -10, 19, 75, 2, 18, 23, 19, -10, 4, 0, 13, 24, -10, 16, 11, 13, 23, 28, 19, 17, 13, 8, -10, 35, -10, 27, 1, 75, 27, 20, -10, 0, 7, 16, 0, -10, 2, -10, 22, 0, -10, -10, -10, 5, 20, 25, 10, 0, 0, 19, 25, 13, 8, 5, 15, 0, 26, 12, 3, 0, 0, 11, 15, 4, 7, -10, -10, 18, 25, 16, 23, -10, 25, -10, 15, -10, 9, 1, 0, 2, 21, 4, 12, 7, 26, -10, 24, -10, -10, 23, 21, -10, 25, 16, -10, 17, 
Tue Feb  5 08:32:04 2013,-10, 24, 18, 22, 1, 23, -10, -10, 25, -10, -10, 2, 0, 18, 9, 18, 24, -10, -10, 23, 18, 0, 30, -10, 9, 11, 12, 6, 10, 3, 28, 11, 27, -10, 13, 19, -10, 28, 1, -10, 24, 11, 10, 28, -10, 18, 11, 11, 30, 4, 21, 22, 28, -10, 0, -10, 14, -10, -10, 21, -10, -10, 2, 12, 21, -10, 19, 16, 0, 21, 9, 23, -10, 16, 19, 14, -10, 5, -10, 21, 77, 4, 20, 24, 20, -10, 6, 0, 15, 26, -10, 13, 13, 15, 24, 30, 21, 19, 15, 1, -10, 37, -10, 29, 3, 77, 29, 18, -10, 0, 9, 17, 0, -10, 0, -10, 23, 2, -10, -10, -10, 0, 22, 27, 12, 0, 0, 20, 27, 15, 8, 0, 17, 0, 28, 14, 5, 0, 0, 13, 11, 6, 9, -10, -10, 20, 27, 18, 25, -10, 27, -10, 14, -10, 11, 3, 0, 3, 23, 6, 14, 9, 28, -10, 26, -10, -10, 20, 23, -10, 27, 18, -10, 16, 
Tue Feb  5 08:32:25 2013,-10, 24, 18, 22, 1, 23, -10, -10, 25, -10, -10, 2, 0, 18, 9, 18, 24, -10, -10, 23, 18, 0, 30, -10, 9, 11, 12, 6, 10, 3, 28, 11, 27, -10, 13, 19, -10, 28, 1, -10, 24, 11, 10, 28, -10, 18, 11, 11, 30, 4, 21, 22, 28, -10, 0, -10, 14, -10, -10, 21, -10, -10, 2, 12, 21, -10, 19, 16, 0, 21, 9, 23, -10, 16, 19, 14, -10, 5, -10, 21, 77, 4, 20, 24, 20, -10, 6, 0, 15, 26, -10, 13, 13, 15, 24, 30, 21, 19, 15, 1, -10, 37, -10, 29, 3, 77, 29, 18, -10, 0, 9, 17, 0, -10, 0, -10, 23, 2, -10, -10, -10, 0, 22, 27, 12, 0, 0, 20, 27, 15, 8, 0, 17, 0, 28, 14, 5, 0, 0, 13, 11, 6, 9, -10, -10, 20, 27, 18, 25, -10, 27, -10, 14, -10, 11, 3, 0, 3, 23, 6, 14, 9, 28, -10, 26, -10, -10, 20, 23, -10, 27, 18, -10, 16, 
Tue Feb  5 08:32:47 2013,-10, 24, 18, 22, 1, 23, -10, -10, 25, -10, -10, 2, 0, 18, 9, 18, 24, -10, -10, 23, 18, 0, 30, -10, 9, 11, 12, 6, 10, 3, 28, 11, 27, -10, 13, 19, -10, 28, 1, -10, 24, 11, 10, 28, -10, 18, 11, 11, 30, 4, 21, 22, 28, -10, 0, -10, 14, -10, -10, 21, -10, -10, 2, 12, 21, -10, 19, 16, 0, 21, 9, 23, -10, 16, 19, 14, -10, 5, -10, 21, 77, 4, 20, 24, 20, -10, 6, 0, 15, 26, -10, 13, 13, 15, 24, 30, 21, 19, 15, 1, -10, 37, -10, 29, 3, 77, 29, 18, -10, 0, 9, 17, 0, -10, 0, -10, 23, 2, -10, -10, -10, 0, 22, 27, 12, 0, 0, 20, 27, 15, 8, 0, 17, 0, 28, 14, 5, 0, 0, 13, 11, 6, 9, -10, -10, 20, 27, 18, 25, -10, 27, -10, 14, -10, 11, 3, 0, 3, 23, 6, 14, 9, 28, -10, 26, -10, -10, 20, 23, -10, 27, 18, -10, 16, 
Tue Feb  5 08:33:08 2013,-10, 24, 18, 22, 1, 23, -10, -10, 25, -10, -10, 2, 0, 18, 9, 18, 24, -10, -10, 23, 18, 0, 30, -10, 9, 11, 12, 6, 10, 3, 28, 11, 27, -10, 13, 19, -10, 28, 1, -10, 24, 11, 10, 28, -10, 18, 11, 11, 30, 4, 21, 22, 28, -10, 0, -10, 14, -10, -10, 21, -10, -10, 2, 12, 21, -10, 19, 16, 0, 21, 9, 23, -10, 16, 19, 14, -10, 5, -10, 21, 77, 4, 20, 24, 20, -10, 6, 0, 15, 26, -10, 13, 13, 15, 24, 30, 21, 19, 15, 1, -10, 37, -10, 29, 3, 77, 29, 18, -10, 0, 9, 17, 0, -10, 0, -10, 23, 2, -10, -10, -10, 0, 22, 27, 12, 0, 0, 20, 27, 15, 8, 0, 17, 0, 28, 14, 5, 0, 0, 13, 11, 6, 9, -10, -10, 20, 27, 18, 25, -10, 27, -10, 14, -10, 11, 3, 0, 3, 23, 6, 14, 9, 28, -10, 26, -10, -10, 20, 23, -10, 27, 18, -10, 16, 
Tue Feb  5 08:33:30 2013,-10, 24, 18, 22, 1, 23, -10, -10, 25, -10, -10, 2, 0, 18, 9, 18, 24, -10, -10, 23, 18, 0, 30, -10, 9, 11, 12, 6, 10, 3, 28, 11, 27, -10, 13, 19, -10, 28, 1, -10, 24, 11, 10, 28, -10, 18, 11, 11, 30, 4, 21, 22, 28, -10, 0, -10, 14, -10, -10, 21, -10, -10, 2, 12, 21, -10, -10, 16, 0, 21, 9, 23, -10, 16, 19, 14, -10, 5, -10, 21, 77, 4, 20, 24, 20, -10, 6, 0, 15, 26, -10, 13, 13, 15, 24, 30, 21, 19, 15, 1, -10, 37, -10, 29, 3, 77, 29, 18, -10, 0, 9, 17, 0, -10, 0, -10, 23, 2, -10, -10, -10, 0, 22, 27, 12, 0, 0, 20, 27, 15, 8, 0, 17, 0, 28, 14, 5, 0, 0, 13, 11, 6, 9, -10, -10, 20, 27, 18, 25, -10, 27, -10, 14, -10, 11, 3, 0, 3, 23, 6, 14, 9, 28, -10, 26, -10, 0, 20, 23, -10, 27, 18, -10, 16, 
Tue Feb  5 08:33:52 2013,-10, 24, 18, 22, 1, 23, -10, -10, 25, -10, -10, 2, 0, 18, 9, 18, 24, -10, -10, 23, 18, 0, 30, -10, 9, 11, 12, 6, 10, 3, 28, 11, 27, -10, 13, 19, -10, 28, 1, -10, 24, 11, 10, 28, -10, 18, 11, 11, 30, 4, 21, 22, 28, -10, 0, -10, 14, -10, -10, 21, -10, -10, 2, 12, 21, -10, 19, 16, 0, 21, 9, 23, -10, 16, 19, 14, -10, 5, -10, 21, 77, 4, 20, 24, 20, -10, 6, 0, 15, 26, -10, 13, 13, 15, 24, 30, 21, 19, 15, 1, -10, 37, -10, 29, 3, 77, 29, 18, -10, 0, 9, 17, 0, -10, 0, -10, 23, 2, -10, -10, -10, 0, 22, 27, 12, 0, 0, 20, 27, 15, 8, 0, 17, 0, 28, 14, 5, 0, 0, 13, 11, 6, 9, -10, -10, 20, 27, 18, 25, -10, 27, -10, 14, -10, 11, 3, 0, 3, 23, 6, 14, 9, 28, -10, 26, -10, -10, 20, 23, -10, 27, 18, -10, 18, 
Tue Feb  5 08:34:14 2013,-10, 25, 20, 24, 3, 24, -10, -10, 26, -10, -10, 4, 0, 19, 0, 20, 26, -10, -10, 25, 19, 0, 32, -10, 8, 13, 14, 0, 11, 5, 30, 13, 29, -10, 15, 21, -10, -10, 2, -10, 25, 13, 9, 30, -10, 19, 13, 13, 32, 6, 23, 24, 29, -10, 0, -10, 16, -10, -10, 22, -10, -10, 4, 8, 21, -10, 15, 18, 0, 23, 11, 25, -10, 18, 20, 16, -10, 6, -10, 23, 79, 6, 22, 26, 22, -10, 5, 0, 17, 28, -10, 15, 13, 17, 26, 32, 22, 21, 17, 3, -10, 27, -10, 20, 5, 79, 31, 20, -10, 0, 10, 17, 0, -10, 0, -10, 25, 4, -10, -10, -10, 0, 22, 29, 14, 0, 0, 18, 29, 14, 7, 0, 19, 0, 29, 16, 6, 0, 0, 15, 13, 8, 7, -10, -10, 12, 29, 14, 27, -10, 28, -10, 16, -10, 13, 4, 2, 5, 21, 8, 16, 11, 30, -10, 28, -10, -10, 18, 25, -10, 29, 20, -10, 18, 
Tue Feb  5 08:34:36 2013,-10, 25, 20, 24, 3, 24, -10, -10, 26, -10, -10, 4, 0, 19, 0, 20, 26, -10, -10, 25, 19, 0, 32, -10, 8, 13, 14, 0, 11, 5, 30, 13, 29, -10, 15, 21, -10, 29, 2, -10, -10, 13, 9, 30, -10, 19, 13, 13, 32, 6, 23, 24, 29, -10, 0, -10, 16, -10, -10, 22, -10, -10, 4, 8, 21, -10, 15, 18, 0, 23, 11, 25, -10, 18, 20, 16, -10, 6, -10, 23, 79, 6, 22, 26, 22, -10, 5, 0, 17, 28, -10, 15, 13, 17, 26, 32, 22, 21, 17, 3, -10, 27, -10, 6, 5, 79, 31, 20, -10, 0, 10, 17, 0, -10, 0, -10, 25, 4, -10, -10, -10, 0, 22, 29, 14, 0, 0, 18, 29, 14, 7, 0, 19, 0, 29, 16, 6, 0, 0, 15, 13, 8, 7, -10, -10, 12, 29, 14, 27, -10, 28, -10, 16, -10, 13, 4, 2, 5, 21, 8, 16, 11, 30, -10, 28, -10, -10, 18, 25, -10, 29, 20, -10, 18, 
Tue Feb  5 08:34:58 2013,-10, 25, 20, 24, 3, 24, -10, -10, 26, -10, -10, 4, 0, 19, 0, 20, 26, -10, -10, 25, 19, 0, 32, -10, 8, 13, 14, 0, 11, 5, 30, 13, 29, -10, 15, 21, -10, 29, 2, -10, 25, 13, 9, 30, -10, 19, 13, 13, 32, 6, 23, 24, 29, -10, 0, -10, 16, -10, -10, 22, -10, -10, 4, 8, 21, -10, 15, 18, 0, 23, 11, 25, -10, 18, 20, 16, -10, 6, -10, 23, 79, 6, 22, 26, 22, -10, 5, 0, 17, 28, -10, 15, 13, 17, 26, 32, 22, 21, 17, 3, -10, 27, -10, 6, 5, 79, 31, 20, -10, 0, 10, 17, 0, -10, 0, -10, 25, 4, -10, -10, -10, 0, 22, 29, 14, 0, 0, 18, 29, 14, 7, 0, 19, 0, 29, 16, 6, 0, 0, 15, 13, 8, 7, -10, -10, 12, 29, 14, 27, -10, 28, -10, 16, -10, 13, 4, 2, 5, 21, 8, 16, 11, 30, -10, 28, -10, -10, 18, 25, -10, 29, 20, -10, 18, 
Tue Feb  5 08:35:19 2013,-10, 25, 20, 24, 3, 24, -10, -10, 26, -10, -10, 4, 0, 19, 0, 20, 26, -10, -10, 6, 19, 0, 32, -10, 8, 13, 14, 0, 11, 5, 30, 13, 29, -10, 15, 21, -10, 29, 2, -10, 25, 13, 9, 30, -10, 19, 13, 13, 32, 6, 23, 24, 29, -10, 0, -10, 16, -10, -10, 22, -10, -10, 4, 8, 21, -10, 15, 18, 0, 23, 11, 25, -10, 18, 20, 16, -10, 6, -10, 23, 79, 6, 22, 26, 22, -10, 5, 0, 17, 28, -10, 15, 13, 17, 26, 32, 22, 21, 17, 3, -10, 27, -10, 6, 5, 79, 31, 20, -10, 0, 10, 17, 0, -10, 0, -10, 25, 4, -10, -10, -10, 0, 22, 29, 14, 0, 0, 18, 29, 14, 7, 0, 19, 0, 29, 16, 6, 0, 0, 15, 13, 8, 7, -10, -10, 12, 29, 14, 27, -10, 28, -10, 16, 31, 13, 4, 2, 5, 21, 8, 16, 11, 30, -10, 28, -10, -10, 18, 25, -10, 29, 20, -10, 18, 
Tue Feb  5 08:35:41 2013,-10, 25, 20, 24, 3, 24, -10, -10, 26, -10, -10, 4, 0, 19, 0, 20, 26, -10, -10, 25, 19, 0, 32, -10, 8, 13, 14, 0, 11, 5, 30, 13, 29, -10, 15, 22, -10, 29, 2, -10, 25, 13, 9, 30, -10, 19, 13, 13, 32, 6, 23, 24, 29, -10, 0, -10, 16, -10, -10, 22, -10, -10, 4, 8, 21, -10, 15, 18, 0, 23, 11, 25, -10, 18, 20, 16, -10, 6, -10, 23, 79, 6, 22, 26, 22, -10, 5, 0, 17, 28, -10, 15, 13, 17, 26, 32, 22, 21, 17, 3, -10, 27, -10, 6, 5, 79, 31, 20, -10, 0, 10, 17, 0, -10, 0, -10, 25, 4, -10, -10, -10, 0, 22, 29, 14, 0, 0, 18, 29, 14, 7, 0, 19, 0, 29, 16, 6, 0, 0, 15, 13, 8, 7, -10, -10, 12, 29, 14, 27, -10, 28, -10, 16, -10, 13, 4, 2, 5, 21, 8, 16, 11, 30, -10, 28, -10, -10, 18, 25, -10, 29, 20, -10, 18, 
Tue Feb  5 08:36:03 2013,-10, 27, 20, 24, 3, 25, -10, -10, 27, -10, -10, 6, 0, 19, 2, 22, 28, -10, -10, 27, 18, 0, 34, -10, 10, 15, 16, 0, 12, 7, 32, 15, 31, -10, 17, 23, -10, 31, 4, -10, 27, 14, 11, 31, -10, 15, 15, 15, 34, 4, 20, 26, 29, -10, 0, -10, 18, -10, -10, 22, -10, -10, 6, 6, 21, -10, 17, 19, 0, 25, 13, 27, -10, 20, 17, 18, -10, 8, -10, 25, 81, 8, 22, 28, 16, -10, 5, 0, 19, 30, -10, 17, 15, 19, 25, 34, 24, 16, 3, 4, -10, 20, -10, 8, 7, 72, 32, 21, -10, 1, 12, 19, 0, -10, 0, -10, 27, 6, -10, -10, -10, 0, 24, 28, 10, 1, 0, 16, 31, 8, 8, 0, 21, 0, 31, 18, 8, 0, 0, 17, 0, 2, 7, -10, -10, 6, 31, 15, 29, -10, -10, -10, 18, -10, 15, 3, 4, 7, 23, 10, 18, 0, 32, -10, 29, -10, -10, 19, 27, -10, 30, 22, -10, 19, 
Tue Feb  5 08:36:25 2013,-10, 27, 22, 20, 5, 25, -10, -10, 27, -10, -10, 6, 0, 19, 2, 22, 28, -10, -10, 27, 18, 0, 34, -10, 10, 15, 16, 0, 12, 7, 32, 15, 31, -10, 17, 23, -10, 31, 4, -10, 27, 14, 11, 31, -10, 15, 15, 15, 34, 4, 20, 26, 29, -10, 0, -10, 18, -10, -10, 22, -10, -10, 6, 6, 21, -10, 17, 19, 0, 25, 13, 27, -10, 20, 17, 18, -10, 8, -10, 25, 81, 8, 22, 28, 16, -10, 5, 0, 19, 30, -10, 17, 15, 19, 25, 34, 24, 16, 3, 4, -10, 20, -10, 8, 7, 72, 32, 21, -10, 1, 12, 19, 0, -10, 0, -10, 27, 6, -10, -10, -10, 0, 24, 28, 10, 1, 0, 16, 31, 8, 8, 0, 21, 0, 31, 18, 8, 0, 0, 17, 0, 2, 7, -10, -10, 6, 31, 15, 29, -10, 21, -10, 18, -10, 15, 3, 4, 7, 23, 10, 18, 0, 32, -10, 29, -10, -10, 19, 27, -10, 30, 22, -10, 19, 
Tue Feb  5 08:36:47 2013,-10, 27, 22, 20, 5, 25, -10, -10, 27, -10, -10, 6, 0, 19, 2, 22, 28, -10, -10, 27, 18, 0, 34, -10, 10, 15, 16, 0, 12, 7, 32, 15, 31, -10, 17, 23, -10, 31, 4, -10, 27, 14, 11, 31, -10, 15, 15, 15, 34, 4, 20, 26, 29, -10, 0, -10, 18, -10, -10, 22, -10, -10, 6, 6, 21, -10, 17, 19, 0, 25, 13, 27, -10, 20, 17, 18, -10, 8, -10, 25, 81, 8, 22, 28, 16, -10, 5, 0, 19, 30, -10, 17, 15, 19, 25, 34, 24, 16, 3, 4, -10, 20, -10, 8, 7, 72, 32, 21, -10, 1, 12, 19, 0, -10, 12, -10, 27, 6, -10, -10, -10, 0, 24, 28, 10, 1, 0, 16, 31, 8, 8, 0, 21, 0, 31, 18, 8, 0, 0, 17, 0, 2, 7, -10, -10, 6, 31, 15, 29, 25, 21, -10, 18, -10, 15, 3, 4, 7, 23, 10, 18, 0, 32, 12, 29, -10, -10, 15, 27, -10, 30, 22, -10, 19, 
Tue Feb  5 08:37:08 2013,-10, 27, 22, 20, 5, 25, -10, -10, 27, -10, -10, 6, 0, 19, 2, 22, 28, -10, -10, 27, 18, 0, 34, -10, 10, 15, 16, 0, 12, 7, 32, 15, 31, -10, 17, 23, -10, 31, 4, -10, 27, 14, 11, 31, -10, 15, 15, 15, 34, 4, 20, 26, 29, -10, 0, -10, 18, -10, -10, 22, -10, -10, 6, 6, 21, -10, 17, 19, 0, 25, 13, 27, -10, 20, 17, 18, -10, 8, -10, 25, 81, 8, 22, 28, 16, -10, 5, 0, 19, 30, -10, 17, 15, 19, 25, 34, 24, 16, 3, 4, -10, 20, -10, 8, 7, 72, 32, 21, -10, 1, 12, 19, 0, -10, 0, -10, 27, 6, -10, -10, -10, 0, 24, 28, 10, -10, 0, 16, 31, 8, 8, 0, 21, 0, 31, 18, 8, 0, 0, 17, 0, 2, 7, -10, -10, 30, 31, 15, 29, -10, 21, -10, 18, -10, 15, 3, 4, 7, 23, 10, 18, 0, 32, -10, 29, -10, -10, 19, 27, -10, 30, 22, -10, 19, 
Tue Feb  5 08:37:30 2013,-10, 27, 22, 20, 5, 25, -10, -10, 27, -10, -10, 6, 0, 19, 2, 22, 28, -10, -10, 27, 18, 0, 34, -10, 10, 15, 16, 0, 12, 7, 32, 15, 31, -10, 6, 23, -10, 31, 4, -10, 27, 14, 11, 31, -10, 15, 15, 15, 34, 4, 20, 26, 29, -10, 0, -10, 18, -10, -10, 22, -10, -10, 6, 6, 21, -10, 17, 19, 0, 25, 13, 27, -10, 20, 17, 15, -10, 8, -10, 25, 81, 8, 22, 28, 16, -10, 5, 0, 19, 30, -10, 17, 15, 19, 25, 34, 24, 16, 3, 4, -10, 20, -10, 8, 7, 72, -10, 21, -10, 1, 12, 19, 0, -10, 0, -10, 27, 6, -10, -10, -10, 0, 24, 28, 10, 1, 0, 16, 31, 8, 8, 0, 21, 0, 31, 18, 8, 0, 0, 17, 0, 2, 7, -10, -10, 6, 31, 15, 29, -10, 21, -10, 18, -10, 15, 3, 4, 7, 23, 10, 18, 0, 32, -10, 29, -10, -10, 19, 27, -10, 30, 22, -10, 19, 
Tue Feb  5 08:37:52 2013,-10, 27, 22, 20, 5, 25, -10, -10, 27, -10, -10, 6, 0, 19, 2, 22, 28, -10, -10, 27, 18, 0, 34, -10, 10, 15, 16, 0, 12, 7, 32, 15, 31, -10, 17, 23, -10, 31, 4, -10, 27, 14, 11, 31, -10, 15, 15, 15, 34, 4, 20, 26, 29, -10, 0, -10, 18, -10, -10, 22, -10, -10, 6, 6, 21, -10, 17, 19, 0, 25, 13, 27, -10, 20, 17, 18, -10, 8, -10, 25, 81, 8, 22, 28, 16, -10, 5, 0, 19, 30, -10, 17, 15, 19, 25, 34, 24, 16, 3, 4, -10, 20, -10, 8, 7, 72, 32, 21, -10, 1, 12, 19, 0, -10, 0, -10, 27, 6, -10, -10, -10, 0, 24, 28, 10, 1, 0, 16, 31, 0, 8, 0, 21, 0, 31, 18, 8, 0, 0, 17, 0, 2, 7, -10, -10, 6, 31, 15, 29, -10, 21, -10, 18, -10, 15, 3, 22, -10, 0, 10, 19, 0, 34, -10, -10, -10, -10, 18, 29, -10, 32, 21, -10, 6, 
Tue Feb  5 08:38:15 2013,-10, 29, 24, 22, 2, 27, -10, -10, 29, -10, -10, 8, 0, 18, 4, 24, 30, -10, -10, 27, 20, 0, 31, -10, 12, 17, 18, 2, 14, 9, 34, 16, 33, -10, 19, 25, -10, 32, 20, -10, 29, 16, 13, 33, -10, 17, 16, 17, 34, 0, 22, 26, 30, -10, 0, -10, 20, -10, -10, 15, -10, -10, 8, 7, 19, -10, 19, 21, 0, 27, 18, 23, -10, 22, 18, 20, -10, 10, -10, 27, 83, 10, 22, 30, 17, -10, 0, 0, 21, 30, -10, 19, 17, 12, 27, 36, 26, 18, 5, 6, -10, 22, -10, 10, 5, 67, 0, 23, -10, 2, 14, 21, 0, -10, 0, -10, 29, 8, -10, -10, -10, 1, 25, 26, 12, 3, 0, 18, 32, 10, 9, 0, 22, 0, 32, 8, 3, 0, 0, -10, 2, 4, 6, 5, -10, 8, 33, 17, 30, -10, 0, -10, 18, -10, 17, 5, 3, 3, 0, 10, 19, 0, 34, -10, 31, -10, -10, 21, 29, -10, 32, 21, -10, 6, 
